"item","Demanda","Valor","addValue"
"2017-01-08 12","42487.058","1.475619",""
"2017-01-08 13","44799.723","1.55594",""
"2017-01-08 14","46336.165","1.609303",""
"2017-01-08 15","46667.894","1.620824",""
"2017-01-08 16","45882.904","1.593561",""
"2017-01-08 17","44523.553","1.546348",""
"2017-01-08 18","43069.699","1.495855",""
"2017-01-08 19","41910.058","1.483733",""
"2017-01-08 20","41736.319","1.477583",""
"2017-01-08 21","42758.656","1.513776",""
"2017-01-08 22","46581.192","1.649105",""
"2017-01-08 23","46597.58","1.649686",""
"2017-01-08 24","43486.983","1.539561",""
"2017-01-09 01","38855.223","1.341651",""
"2017-01-09 02","34525.142","1.192136",""
"2017-01-09 03","31898.048","1.101423",""
"2017-01-09 04","30686.669","0.921477",""
"2017-01-09 05","30329.557","0.876116",""
"2017-01-09 06","30796.165","0.947521",""
"2017-01-09 07","35945.016","1.241164",""
"2017-01-09 08","44000.219","1.519305",""
"2017-01-09 09","52976.624","1.968051",""
"2017-01-09 10","59441.567","2.20822",""
"2017-01-09 11","63230.311","2.34897",""
"2017-01-09 12","65691.202","2.440391",""
"2017-01-09 13","67753.266","2.516995",""
"2017-01-09 14","68628.976","2.549527",""
"2017-01-09 15","70231.752","2.60907",""
"2017-01-09 16","72224.184","2.683087",""
"2017-01-09 17","72155.923","2.680551",""
"2017-01-09 18","69610.345","2.585985",""
"2017-01-09 19","62921.288","2.333263",""
"2017-01-09 20","56701.206","2.102608",""
"2017-01-09 21","54288.972","2.013158",""
"2017-01-09 22","55033.266","2.040758",""
"2017-01-09 23","51573.031","1.912445",""
"2017-01-09 24","45955.623","1.704138",""
"2017-01-10 01","40657.635","1.480364",""
"2017-01-10 02","35890.926","1.253762",""
"2017-01-10 03","33184.549","1.076738",""
"2017-01-10 04","31964.211","0.910451",""
"2017-01-10 05","31872.241","0.954937",""
"2017-01-10 06","32173.933","1.104466",""
"2017-01-10 07","36258.154","1.259283",""
"2017-01-10 08","44728.422","1.628583",""
"2017-01-10 09","53954.658","2.037007",""
"2017-01-10 10","61203.693","2.310686",""
"2017-01-10 11","66484.584","2.510062",""
"2017-01-10 12","69847.722","2.637034",""
"2017-01-10 13","72907.988","2.752571",""
"2017-01-10 14","73545.153","2.776627",""
"2017-01-10 15","74110.581","2.797974",""
"2017-01-10 16","75118.556","2.836028",""
"2017-01-10 17","74651.19","2.818384",""
"2017-01-10 18","71269.189","2.6907",""
"2017-01-10 19","63815.551","2.392147",""
"2017-01-10 20","56836.993","2.130553",""
"2017-01-10 21","53702.636","2.013061",""
"2017-01-10 22","54429.672","2.040314",""
"2017-01-10 23","51387.893","1.926292",""
"2017-01-10 24","46174.803","1.730877",""
"2017-01-11 01","40682.469","1.481268",""
"2017-01-11 02","35988.258","1.252327",""
"2017-01-11 03","33376.292","1.136771",""
"2017-01-11 04","32186.424","1.096245",""
"2017-01-11 05","31889.219","1.060415",""
"2017-01-11 06","32101.148","1.076089",""
"2017-01-11 07","35651.691","1.221455",""
"2017-01-11 08","44724.178","1.610402",""
"2017-01-11 09","55107.568","2.080533",""
"2017-01-11 10","62596.135","2.363257",""
"2017-01-11 11","67537.913","2.549829",""
"2017-01-11 12","70769.176","2.671823",""
"2017-01-11 13","73241.224","2.765153",""
"2017-01-11 14","74194.048","2.801125",""
"2017-01-11 15","75216.931","2.839743",""
"2017-01-11 16","76155.226","2.875167",""
"2017-01-11 17","75935.276","2.866864",""
"2017-01-11 18","73328.962","2.768465",""
"2017-01-11 19","65747.643","2.464572",""
"2017-01-11 20","59036.317","3.172754",""
"2017-01-11 21","55249.691","3.481447",""
"2017-01-11 22","55752.839","2.089913",""
"2017-01-11 23","52647.035","1.973491",""
"2017-01-11 24","47369.155","1.775648",""
"2017-01-12 01","42176.837","1.538512",""
"2017-01-12 02","37717.944","1.375862",""
"2017-01-12 03","34743.764","1.244031",""
"2017-01-12 04","33587.443","1.191346",""
"2017-01-12 05","33079.041","1.173313",""
"2017-01-12 06","33216.783","1.187125",""
"2017-01-12 07","36873.478","1.345057",""
"2017-01-12 08","45203.461","1.767347",""
"2017-01-12 09","55779.612","2.162113",""
"2017-01-12 10","63809.56","2.473368",""
"2017-01-12 11","69674.432","2.7007",""
"2017-01-12 12","73063.563","2.930234",""
"2017-01-12 13","75619.436","3.947131",""
"2017-01-12 14","75932.986","3.963497",""
"2017-01-12 15","77159.11","4.027498",""
"2017-01-12 16","77761.921","4.058963",""
"2017-01-12 17","77041.675","4.021368",""
"2017-01-12 18","74076.342","3.866586",""
"2017-01-12 19","67134.515","3.486201",""
"2017-01-12 20","60054.528","3.118547",""
"2017-01-12 21","56416.826","2.929646",""
"2017-01-12 22","56612.866","2.939826",""
"2017-01-12 23","52999.321","2.75218",""
"2017-01-12 24","48129.298","2.421689",""
"2017-01-13 01","43196.324","1.485544",""
"2017-01-13 02","38488.983","1.323656",""
"2017-01-13 03","35377.13","1.216638",""
"2017-01-13 04","34100.412","1.172731",""
"2017-01-13 05","33618.692","1.156165",""
"2017-01-13 06","33728.819","1.159952",""
"2017-01-13 07","37189.952","1.278982",""
"2017-01-13 08","46188.154","1.588435",""
"2017-01-13 09","57594.569","2.077422",""
"2017-01-13 10","67173.34","2.422926",""
"2017-01-13 11","72853.324","2.627801",""
"2017-01-13 12","75838.718","2.735484",""
"2017-01-13 13","78708.541","2.838997",""
"2017-01-13 14","78030.671","2.814547",""
"2017-01-13 15","78473.238","2.83051",""
"2017-01-13 16","78773.256","2.841331",""
"2017-01-13 17","77044.307","2.778969",""
"2017-01-13 18","72030.052","2.598106",""
"2017-01-13 19","65127.502","2.344758",""
"2017-01-13 20","58846.256","2.118618",""
"2017-01-13 21","54854.063","1.974888",""
"2017-01-13 22","54919.421","1.977241",""
"2017-01-13 23","52175.652","1.878459",""
"2017-01-13 24","47780.605","1.720225",""
"2017-01-14 01","43707.175","1.494305",""
"2017-01-14 02","40127.593","1.366533",""
"2017-01-14 03","37216.031","1.182388",""
"2017-01-14 04","35622.074","1.012112",""
"2017-01-14 05","34737.671","0.986984",""
"2017-01-14 06","34548.141","0.981599",""
"2017-01-14 07","34678.571","0.985305",""
"2017-01-14 08","36531.957","1.175377",""
"2017-01-14 09","42001.386","1.486768",""
"2017-01-14 10","48474.184","1.715892",""
"2017-01-14 11","54129.616","1.916083",""
"2017-01-14 12","56670.522","2.006026",""
"2017-01-14 13","57982.824","2.05248",""
"2017-01-14 14","58150.558","2.058417",""
"2017-01-14 15","56789.478","2.010237",""
"2017-01-14 16","54154.993","1.916982",""
"2017-01-14 17","51958.093","1.839215",""
"2017-01-14 18","49547.343","1.75388",""
"2017-01-14 19","47212.898","1.677587",""
"2017-01-14 20","46034.314","1.63571",""
"2017-01-14 21","45239.011","1.607451",""
"2017-01-14 22","47251.217","1.678949",""
"2017-01-14 23","46281.952","1.644509",""
"2017-01-14 24","42981.405","1.527232",""
"2017-01-15 01","39843.234","1.341387",""
"2017-01-15 02","36784.054","1.02714",""
"2017-01-15 03","34450.264","0.691346",""
"2017-01-15 04","33086.641","0.663981",""
"2017-01-15 05","32471.019","0.651627",""
"2017-01-15 06","32081.263","0.643806",""
"2017-01-15 07","31533.12","0.632805",""
"2017-01-15 08","30874.094","0.201771",""
"2017-01-15 09","32929.547","0.532576",""
"2017-01-15 10","36629.97","1.172756",""
"2017-01-15 11","39996.003","1.288445",""
"2017-01-15 12","42898.175","1.413087",""
"2017-01-15 13","45057.607","1.487194",""
"2017-01-15 14","47089.84","1.554271",""
"2017-01-15 15","47317.558","1.552416",""
"2017-01-15 16","46466.175","1.496878",""
"2017-01-15 17","45343.04","1.460696",""
"2017-01-15 18","44417.451","1.433812",""
"2017-01-15 19","43098.754","1.408314",""
"2017-01-15 20","43102.313","1.382822",""
"2017-01-15 21","43677.254","1.427217",""
"2017-01-15 22","47246.622","1.740341",""
"2017-01-15 23","47427.075","1.746988",""
"2017-01-15 24","43939.54","1.618524",""
"2017-01-16 01","39239.992","1.308126",""
"2017-01-16 02","35283.523","0.950302",""
"2017-01-16 03","32726.239","0.823096",""
"2017-01-16 04","31506.853","0.792428",""
"2017-01-16 05","31041.247","0.784815",""
"2017-01-16 06","31450.534","0.934265",""
"2017-01-16 07","35388.43","1.130671",""
"2017-01-16 08","42911.179","1.495663",""
"2017-01-16 09","52897.433","1.993885",""
"2017-01-16 10","61196.68","2.306713",""
"2017-01-16 11","67029.298","2.526563",""
"2017-01-16 12","70774.506","2.667733",""
"2017-01-16 13","73748.573","2.779836",""
"2017-01-16 14","74084.378","2.792493",""
"2017-01-16 15","75493.941","2.845625",""
"2017-01-16 16","76394.164","2.879557",""
"2017-01-16 17","75549.277","2.847711",""
"2017-01-16 18","71706.052","2.702846",""
"2017-01-16 19","64193.443","2.415433",""
"2017-01-16 20","57786.759","2.174366",""
"2017-01-16 21","54426.164","2.047915",""
"2017-01-16 22","55173.028","2.076018",""
"2017-01-16 23","51679.948","1.944583",""
"2017-01-16 24","46154.497","1.736675",""
"2017-01-17 01","41129.283","1.463421",""
"2017-01-17 02","36782.875","1.308772",""
"2017-01-17 03","33746.071","1.187353",""
"2017-01-17 04","32545.451","1.072063",""
"2017-01-17 05","32176.291","1.144865",""
"2017-01-17 06","32700.749","1.163525",""
"2017-01-17 07","36380.434","1.294452",""
"2017-01-17 08","44538.094","1.584711",""
"2017-01-17 09","54947.219","2.05664",""
"2017-01-17 10","63285.626","2.368741",""
"2017-01-17 11","68644.157","2.569307",""
"2017-01-17 12","71522.078","2.677026",""
"2017-01-17 13","74652.625","2.794201",""
"2017-01-17 14","74830.177","2.800847",""
"2017-01-17 15","75600.303","2.829672",""
"2017-01-17 16","76944.162","2.879971",""
"2017-01-17 17","76701.094","2.870874",""
"2017-01-17 18","73326.296","2.744557",""
"2017-01-17 19","65935.719","2.454875",""
"2017-01-17 20","59018.174","2.197325",""
"2017-01-17 21","55303.426","2.05902",""
"2017-01-17 22","55786.827","2.077018",""
"2017-01-17 23","52840.771","1.967332",""
"2017-01-17 24","47619.475","1.769793",""
"2017-01-18 01","42908.721","1.470085",""
"2017-01-18 02","38331.047","1.126005",""
"2017-01-18 03","35195.766","0.968848",""
"2017-01-18 04","33922.877","0.889022",""
"2017-01-18 05","33413.964","0.858039",""
"2017-01-18 06","33506.301","0.825021",""
"2017-01-18 07","37297.579","1.024245",""
"2017-01-18 08","45822.163","1.397485",""
"2017-01-18 09","56719.879","1.909567",""
"2017-01-18 10","65018.974","2.386407",""
"2017-01-18 11","70560.025","2.63636",""
"2017-01-18 12","74074.592","2.767676",""
"2017-01-18 13","76682.049","2.865099",""
"2017-01-18 14","77180.165","2.88371",""
"2017-01-18 15","78714.993","2.941057",""
"2017-01-18 16","79374.101","2.965683",""
"2017-01-18 17","78384.194","2.928697",""
"2017-01-18 18","74777.779","2.793949",""
"2017-01-18 19","66815.069","2.487614",""
"2017-01-18 20","59230.081","2.205215",""
"2017-01-18 21","55305.88","2.059112",""
"2017-01-18 22","55739.249","2.075246",""
"2017-01-18 23","51349.073","1.911794",""
"2017-01-18 24","46825.421","1.743372",""
"2017-01-19 01","42269.336","1.420276",""
"2017-01-19 02","38064.204","1.211138",""
"2017-01-19 03","34997.081","1.011895",""
"2017-01-19 04","33607.962","0.962856",""
"2017-01-19 05","33100.636","0.884955",""
"2017-01-19 06","33412.17","1.010182",""
"2017-01-19 07","36938.921","1.187525",""
"2017-01-19 08","45263.945","1.455161",""
"2017-01-19 09","55938.774","1.964509",""
"2017-01-19 10","64422.735","2.402797",""
"2017-01-19 11","69628.598","2.596963",""
"2017-01-19 12","72842.711","2.716841",""
"2017-01-19 13","75549.65","2.817802",""
"2017-01-19 14","76422.513","2.850357",""
"2017-01-19 15","77508.368","2.890857",""
"2017-01-19 16","78267.789","2.919181",""
"2017-01-19 17","77743.975","2.899644",""
"2017-01-19 18","73932.411","2.757483",""
"2017-01-19 19","66945.529","2.492471",""
"2017-01-19 20","60003.325","2.234003",""
"2017-01-19 21","56156.673","2.090787",""
"2017-01-19 22","56471.444","2.102507",""
"2017-01-19 23","52681.244","1.961393",""
"2017-01-19 24","48124.082","1.791724",""
"2017-01-20 01","43857.676","1.404456",""
"2017-01-20 02","39533.901","1.265995",""
"2017-01-20 03","36060.738","1.154774",""
"2017-01-20 04","34563.263","1.10682",""
"2017-01-20 05","34023.71","1.089542",""
"2017-01-20 06","34271.507","1.097478",""
"2017-01-20 07","38094.614","1.219905",""
"2017-01-20 08","46187.977","1.479079",""
"2017-01-20 09","57069.057","1.910251",""
"2017-01-20 10","65861.769","2.217585",""
"2017-01-20 11","71394.198","2.573217",""
"2017-01-20 12","74666.448","2.691156",""
"2017-01-20 13","77265.43","2.78483",""
"2017-01-20 14","77628.592","2.797919",""
"2017-01-20 15","78195.124","2.818338",""
"2017-01-20 16","78399.871","2.825718",""
"2017-01-20 17","76330.902","2.751147",""
"2017-01-20 18","71745.731","2.571705",""
"2017-01-20 19","65159.174","2.176755",""
"2017-01-20 20","58466.27","1.953168",""
"2017-01-20 21","55026.755","1.838264",""
"2017-01-20 22","54965.794","1.912285",""
"2017-01-20 23","50938.675","1.822525",""
"2017-01-20 24","46760.284","1.673027",""
"2017-01-21 01","43120.893","1.528708",""
"2017-01-21 02","39459.657","1.398911",""
"2017-01-21 03","36834.564","1.186691",""
"2017-01-21 04","35177.307","1.1333",""
"2017-01-21 05","34114.444","1.094553",""
"2017-01-21 06","33757.903","1.078657",""
"2017-01-21 07","34254.259","1.053811",""
"2017-01-21 08","35867.69","1.048985",""
"2017-01-21 09","40843.735","1.345514",""
"2017-01-21 10","47746.845","1.572924",""
"2017-01-21 11","53440.72","1.760497",""
"2017-01-21 12","56044.413","1.846269",""
"2017-01-21 13","57719.591","1.901455",""
"2017-01-21 14","57978.037","1.909969",""
"2017-01-21 15","56581.977","1.863979",""
"2017-01-21 16","54021.596","1.779632",""
"2017-01-21 17","52014.923","1.713526",""
"2017-01-21 18","50066.849","1.649351",""
"2017-01-21 19","47638.371","1.578785",""
"2017-01-21 20","46110.4","1.528147",""
"2017-01-21 21","45546.099","1.512451",""
"2017-01-21 22","47124.27","1.701744",""
"2017-01-21 23","45623.888","1.647563",""
"2017-01-21 24","43014.415","1.55333",""
"2017-01-22 01","39935.641","1.272085",""
"2017-01-22 02","37208.516","1.185217",""
"2017-01-22 03","34708.275","1.105576",""
"2017-01-22 04","33054.118","1.052885",""
"2017-01-22 05","32074.756","0.939192",""
"2017-01-22 06","31537.156","0.678029",""
"2017-01-22 07","31687.902","0.323917",""
"2017-01-22 08","31174.651","0.051398",""
"2017-01-22 09","32909.436","0.243079",""
"2017-01-22 10","36272.047","0.949666",""
"2017-01-22 11","39994.501","1.091965",""
"2017-01-22 12","42773.327","1.342729",""
"2017-01-22 13","44985.003","1.450724",""
"2017-01-22 14","46590.029","1.502485",""
"2017-01-22 15","47216.807","1.522697",""
"2017-01-22 16","46216.494","1.490438",""
"2017-01-22 17","45219.672","1.458292",""
"2017-01-22 18","43800.671","1.412531",""
"2017-01-22 19","42927.897","1.39854",""
"2017-01-22 20","43190.635","1.4071",""
"2017-01-22 21","43955.217","1.432009",""
"2017-01-22 22","47433.889","1.54534",""
"2017-01-22 23","47307.888","1.541234",""
"2017-01-22 24","44124.776","1.437533",""
"2017-01-23 01","40023.683","1.280168",""
"2017-01-23 02","35945.57","1.149729",""
"2017-01-23 03","33230.29","0.992752",""
"2017-01-23 04","31854.693","0.922244",""
"2017-01-23 05","31381.583","0.908548",""
"2017-01-23 06","31739.199","0.975417",""
"2017-01-23 07","36106.168","1.154865",""
"2017-01-23 08","43958.502","1.406025",""
"2017-01-23 09","54290.225","1.865381",""
"2017-01-23 10","62806.626","2.158",""
"2017-01-23 11","68141.421","2.341301",""
"2017-01-23 12","71133.241","2.444098",""
"2017-01-23 13","73648.103","2.530507",""
"2017-01-23 14","74377.756","2.555577",""
"2017-01-23 15","75464.943","2.592932",""
"2017-01-23 16","76153.719","2.616598",""
"2017-01-23 17","75341.94","2.588706",""
"2017-01-23 18","72097.691","2.477236",""
"2017-01-23 19","64680.502","2.226651",""
"2017-01-23 20","57626.354","1.983809",""
"2017-01-23 21","54182.993","1.86527",""
"2017-01-23 22","54475.451","1.8933",""
"2017-01-23 23","50744.613","1.777021",""
"2017-01-23 24","45964.421","1.591437",""
"2017-01-24 01","40788.36","1.350356",""
"2017-01-24 02","36825.775","1.219168",""
"2017-01-24 03","33871.138","1.103481",""
"2017-01-24 04","32691.124","1.049946",""
"2017-01-24 05","32187.428","1.035891",""
"2017-01-24 06","32645.591","1.063554",""
"2017-01-24 07","36579.597","1.211019",""
"2017-01-24 08","44562.934","1.475318",""
"2017-01-24 09","54872.856","1.881781",""
"2017-01-24 10","62484.033","2.142795",""
"2017-01-24 11","67432.896","2.312508",""
"2017-01-24 12","70452.361","2.416056",""
"2017-01-24 13","73405.591","2.517334",""
"2017-01-24 14","74089.765","2.540796",""
"2017-01-24 15","75035.175","2.573217",""
"2017-01-24 16","75884.91","2.602358",""
"2017-01-24 17","75536.129","2.590397",""
"2017-01-24 18","72549.397","2.487971",""
"2017-01-24 19","65339.599","2.240722",""
"2017-01-24 20","58295.816","1.999167",""
"2017-01-24 21","55164.2","1.891773",""
"2017-01-24 22","54820.7","1.879993",""
"2017-01-24 23","51479.03","1.765395",""
"2017-01-24 24","46938.529","1.609686",""
"2017-01-25 01","40414.655","1.31146",""
"2017-01-25 02","36034.815","1.169334",""
"2017-01-25 03","33942.588","1.094793",""
"2017-01-25 04","33786.332","1.078723",""
"2017-01-25 05","33029.897","1.054571",""
"2017-01-25 06","33319.504","1.076871",""
"2017-01-25 07","37121.985","1.204613",""
"2017-01-25 08","45215.446","1.467246",""
"2017-01-25 09","55726.785","2.015736",""
"2017-01-25 10","65024.515","2.352052",""
"2017-01-25 11","70495.773","2.549956",""
"2017-01-25 12","73640.672","2.663713",""
"2017-01-25 13","76388.829","2.763119",""
"2017-01-25 14","77146.192","2.790514",""
"2017-01-25 15","78318.069","2.832903",""
"2017-01-25 16","79170.13","2.863724",""
"2017-01-25 17","77761.312","2.812764",""
"2017-01-25 18","74917.223","2.709888",""
"2017-01-25 19","67362.583","6.544578",""
"2017-01-25 20","60167.126","4.364488",""
"2017-01-25 21","56284.903","4.839914",""
"2017-01-25 22","56490.903","5.997345",""
"2017-01-25 23","52312.611","4.634962",""
"2017-01-25 24","47182.868","2.892744",""
"2017-01-26 01","42584.991","2.032515",""
"2017-01-26 02","38677.199","1.691959",""
"2017-01-26 03","35468.324","1.164847",""
"2017-01-26 04","33977.841","1.082619",""
"2017-01-26 05","33858.746","1.074403",""
"2017-01-26 06","34436.427","1.092734",""
"2017-01-26 07","38264.483","1.166736",""
"2017-01-26 08","46574.782","1.456621",""
"2017-01-26 09","58187.484","2.08195",""
"2017-01-26 10","67609.427","2.436724",""
"2017-01-26 11","72919.972","2.628121",""
"2017-01-26 12","75533.778","3.545929",""
"2017-01-26 13","77445.627","3.787378",""
"2017-01-26 14","77771.707","3.803325",""
"2017-01-26 15","78291.658","8.107344",""
"2017-01-26 16","78672.037","8.906959",""
"2017-01-26 17","77831.784","8.811829",""
"2017-01-26 18","74271.87","8.408789",""
"2017-01-26 19","66115.111","6.803258",""
"2017-01-26 20","59127.308","3.269877",""
"2017-01-26 21","55775.395","3.805563",""
"2017-01-26 22","56074.592","3.825977",""
"2017-01-26 23","52110.434","3.545294",""
"2017-01-26 24","47479.144","3.695209",""
"2017-01-27 01","42887.329","2.029696",""
"2017-01-27 02","38574.43","1.813028",""
"2017-01-27 03","35658.69","1.371894",""
"2017-01-27 04","34272.773","1.149011",""
"2017-01-27 05","33847.928","1.134768",""
"2017-01-27 06","34033.347","1.140984",""
"2017-01-27 07","37628.177","1.699966",""
"2017-01-27 08","45973.11","2.175735",""
"2017-01-27 09","57235.876","3.498659",""
"2017-01-27 10","66180.815","4.454719",""
